BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201803,14,1745,201803,14,1745,122865,736264,CALIFORNIA,6,2018,March,Strong Wind,Z,566,IMPERIAL COUNTY WEST,PSR,3/14/2018 17:45,PST-8,3/14/2018 17:45,0,0,0,0,20.00K,0.00K,Public,43,EG,,,,,,,,,,,,,,,,,,,,A large area of low pressure affected far southeast California on March 14. This low pressure system resulted in strong and gusty southwest to west winds across western Imperial for most of the day; peak wind gusts were in excess of 40 mph. A Wind Advisory was issued and was in effect for the afternoon and evening hours; areas affected included the Salton Sea and surrounding communities such as Salton City. The strong gusty winds were sufficient to flip over a big rig semi-truck driving about 1 mile northwest of Salton City. No injuries were reported but there was damage reported to both the semi-truck and the road.,"Strong and gusty winds developed in the area around Salton Sea during the afternoon hours on March 14. The gusty winds were in advance of a large area of low pressure impacting the desert southwest. Wind gusts in excess of 40 mph were observed and a Wind Advisory was in effect for much of far southeast California including the Salton Sea. According to a public report, gusty winds flipped over a big rig driving about 1 mile northwest of the town of Salton City. CALTRANS and the California Highway Patrol confirmed the report and indicated that it was indeed wind related. No injuries were reported although there was some damage to both the semi-truck and the road.",CSV
201803,2,944,201803,2,949,122999,738503,CALIFORNIA,6,2018,March,Hail,C,87,SANTA CRUZ,MTR,3/2/2018 9:44,PST-8,3/2/2018 9:49,0,0,0,0,0.00K,0.00K,Public,0.25,,,,,,,,,,,0,N,FELTON,0,N,FELTON,37.05,-122.08,37.05,-122.08,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",Small hail reported in Felton.,CSV
201803,2,946,201803,2,950,122999,738504,CALIFORNIA,6,2018,March,Lightning,C,75,SAN FRANCISCO,MTR,3/2/2018 9:46,PST-8,3/2/2018 9:50,0,0,0,0,0.00K,0.00K,NWS Employee,,,,,,,,,,,,5,ENE,CRISSY AAF,5,ENE,CRISSY AAF,37.8136,-122.3851,37.8136,-122.3851,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",Lightning detected over the San Francisco Bay.,CSV
201803,2,948,201803,2,953,122999,738506,CALIFORNIA,6,2018,March,Hail,C,87,SANTA CRUZ,MTR,3/2/2018 9:48,PST-8,3/2/2018 9:53,0,0,0,0,0.00K,0.00K,Public,0.25,,,,,,,,,,,0,N,SCOTTS VLY,0,N,SCOTTS VLY,37.05,-122.03,37.05,-122.03,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",Pea-sized hail reported in Scotts Valley.,CSV
201803,2,1010,201803,2,1015,122999,738507,CALIFORNIA,6,2018,March,Hail,C,1,ALAMEDA,MTR,3/2/2018 10:10,PST-8,3/2/2018 10:15,0,0,0,0,0.00K,0.00K,Public,0.25,,,,,,,,,,,0,N,BERKELEY,0,N,BERKELEY,37.87,-122.27,37.87,-122.27,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",Social media reports of another round of hail this morning in Berkeley.,CSV
201803,2,1022,201803,2,1027,122999,738508,CALIFORNIA,6,2018,March,Hail,C,13,CONTRA COSTA,MTR,3/2/2018 10:22,PST-8,3/2/2018 10:27,0,0,0,0,0.00K,0.00K,Public,0.25,,,,,,,,,,,0,N,KENSINGTON,0,N,KENSINGTON,37.9,-122.27,37.9,-122.27,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",Accumulating hail reported in Kensington.,CSV
201803,2,1234,201803,2,1239,122999,738509,CALIFORNIA,6,2018,March,Hail,C,13,CONTRA COSTA,MTR,3/2/2018 12:34,PST-8,3/2/2018 12:39,0,0,0,0,0.00K,0.00K,Public,0.25,,,,,,,,,,,0,N,EL CERRITO,0,N,EL CERRITO,37.92,-122.3,37.92,-122.3,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",Small hail reported.,CSV
201803,2,943,201803,2,948,122999,738502,CALIFORNIA,6,2018,March,Hail,C,85,SANTA CLARA,MTR,3/2/2018 9:43,PST-8,3/2/2018 9:48,0,0,0,0,0.00K,0.00K,Public,0.25,,,,,,,,,,,1,WNW,SAN JOSE,1,WNW,SAN JOSE,37.333,-121.8967,37.333,-121.8967,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",Small hail reprted on I-87 in San Jose.,CSV
201802,22,500,201802,23,0,123845,743137,CALIFORNIA,6,2018,February,Winter Weather,Z,73,MONO,REV,2/22/2018 5:00,PST-8,2/23/2018 0:00,0,0,0,1,,,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,"A shortwave rounded the base of a longwave trough over the West Coast, passing over Northern California the morning of the 22nd, which brought snow to the eastern Sierra and northeastern California.","California Highway Patrol stated that a GMC pickup driven by a male was heading south on US 395 near Green Creek Road when it lost control on the snow covered roadway and overturned into Virginia Creek. Authorities say both passengers were able to get out of the truck as it started to fill up with water. Fire crews cut the driver out of the truck, where he was transported to Mammoth Lakes Hospital by Mono County Paramedics. He was pronounced deceased at the hospital at approximately 0905PST 23 February. Troopers stated that icy roads may be to blame. Source of the report: Reno KTVN 2 News.",CSV
201803,2,1754,201803,2,1824,122999,738510,CALIFORNIA,6,2018,March,Heavy Rain,C,87,SANTA CRUZ,MTR,3/2/2018 17:54,PST-8,3/2/2018 18:24,0,0,0,0,0.00K,0.00K,Newspaper,,,,,,,,,,,,0,N,BEN LOMOND,0,N,BEN LOMOND,37.08,-122.08,37.08,-122.08,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",Heavy rain triggered a domino effect of falling trees. A redwood came down onto smaller trees and one hit a house.,CSV
201803,2,1853,201803,2,1923,122999,738511,CALIFORNIA,6,2018,March,Debris Flow,C,53,MONTEREY,MTR,3/2/2018 18:53,PST-8,3/2/2018 19:23,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,11,NNW,GORDA,11,NNW,GORDA,36.0139,-121.5273,36.0138,-121.5271,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",Highway 1 closed due to mudslide at Limekiln State Park.,CSV
201803,3,958,201803,3,1003,122999,738512,CALIFORNIA,6,2018,March,Hail,C,53,MONTEREY,MTR,3/3/2018 9:58,PST-8,3/3/2018 10:03,0,0,0,0,0.00K,0.00K,NWS Employee,0.25,,,,,,,,,,,0,N,DEL REY OAKS,0,N,DEL REY OAKS,36.6,-121.83,36.6,-121.83,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",,CSV
201803,3,958,201803,3,1003,122999,738523,CALIFORNIA,6,2018,March,Hail,C,41,MARIN,MTR,3/3/2018 9:58,PST-8,3/3/2018 10:03,0,0,0,0,0.00K,0.00K,CoCoRaHS,0.25,,,,,,,,,,,3,W,SAN RAFAEL,3,W,SAN RAFAEL,37.98,-122.5551,37.98,-122.5551,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",,CSV
201803,3,1050,201803,3,1055,122999,738527,CALIFORNIA,6,2018,March,Hail,C,41,MARIN,MTR,3/3/2018 10:50,PST-8,3/3/2018 10:55,0,0,0,0,0.00K,0.00K,Public,0.25,,,,,,,,,,,0,N,MILL VLY,0,N,MILL VLY,37.92,-122.55,37.92,-122.55,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",,CSV
201803,3,1155,201803,3,1200,122999,738532,CALIFORNIA,6,2018,March,Hail,C,13,CONTRA COSTA,MTR,3/3/2018 11:55,PST-8,3/3/2018 12:00,0,0,0,0,0.00K,0.00K,Public,0.25,,,,,,,,,,,0,N,MARTINEZ,0,N,MARTINEZ,38,-122.13,38,-122.13,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",,CSV
201803,3,1224,201803,3,1229,122999,738533,CALIFORNIA,6,2018,March,Hail,C,13,CONTRA COSTA,MTR,3/3/2018 12:24,PST-8,3/3/2018 12:29,0,0,0,0,0.00K,0.00K,Public,0.5,,,,,,,,,,,0,N,CONCORD,0,N,CONCORD,37.97,-122.03,37.97,-122.03,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",,CSV
201803,3,1307,201803,3,1312,122999,738539,CALIFORNIA,6,2018,March,Hail,C,13,CONTRA COSTA,MTR,3/3/2018 13:07,PST-8,3/3/2018 13:12,0,0,0,0,0.00K,0.00K,Public,0.25,,,,,,,,,,,0,N,LAFAYETTE,0,N,LAFAYETTE,37.88,-122.13,37.88,-122.13,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",,CSV
201803,3,1335,201803,3,1340,122999,738540,CALIFORNIA,6,2018,March,Hail,C,13,CONTRA COSTA,MTR,3/3/2018 13:35,PST-8,3/3/2018 13:40,0,0,0,0,0.00K,0.00K,Trained Spotter,0.25,,,,,,,,,,,5,NW,DANVILLE,5,NW,DANVILLE,37.8812,-122.0648,37.8812,-122.0648,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",,CSV
201803,1,918,201803,1,1018,122999,738584,CALIFORNIA,6,2018,March,Strong Wind,Z,511,EAST BAY HILLS AND THE DIABLO RANGE,MTR,3/1/2018 9:18,PST-8,3/1/2018 10:18,0,0,0,0,0.00K,0.00K,RAWS,39,MG,,,,,,,,,,,,,,,,,,,,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",Measured wind gust of 45 mph at the Calavares Road RAWS.,CSV
201803,1,728,201803,1,1028,122999,738586,CALIFORNIA,6,2018,March,Strong Wind,Z,511,EAST BAY HILLS AND THE DIABLO RANGE,MTR,3/1/2018 7:28,PST-8,3/1/2018 10:28,0,0,0,0,0.00K,0.00K,RAWS,46,MG,,,,,,,,,,,,,,,,,,,,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",Measured wind gusts between 45 and 53 mph observed during this time frame at Las Trampas RAWS.,CSV
201803,1,332,201803,1,1032,122999,738587,CALIFORNIA,6,2018,March,High Wind,Z,512,SANTA CRUZ MOUNTAINS,MTR,3/1/2018 3:32,PST-8,3/1/2018 10:32,0,0,0,0,0.00K,0.00K,RAWS,53,MG,,,,,,,,,,,,,,,,,,,,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",Measured wind gusts of at least 50 mph and peaking at 61 mph at Los Gatos RAWS.,CSV
201803,1,1045,201803,1,1145,122999,738614,CALIFORNIA,6,2018,March,Strong Wind,Z,511,EAST BAY HILLS AND THE DIABLO RANGE,MTR,3/1/2018 10:45,PST-8,3/1/2018 11:45,0,0,0,0,0.00K,0.00K,RAWS,43,MG,,,,,,,,,,,,,,,,,,,,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",Sustained southerly winds of 35 mph gusting to 50 mph was observed at the Los Vaqueros RAWS.,CSV
201803,1,851,201803,1,951,122999,738616,CALIFORNIA,6,2018,March,Strong Wind,Z,507,NORTH BAY MOUNTAINS,MTR,3/1/2018 8:51,PST-8,3/1/2018 9:51,0,0,0,0,0.00K,0.00K,RAWS,40,MG,,,,,,,,,,,,,,,,,,,,"An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",Wind gusts of 46 mph observed at Woodacre RAWS.,CSV
